"IMC_classif","obesid","excpeso","Capital","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Eutrofia","Não","Sim","Macapá","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",14343.590003261
"Sobrepeso","Sim","Sim","Fortaleza","18 a 24 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",19900.5997354765
"Obesidade grau I","Sim","Sim","Manaus","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",9734.03562828061
"Abaixo do peso","Não","Não","Teresina","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",31973.6330828885
"Eutrofia","Não","Sim","Maceió","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",15798.4168344185
"Abaixo do peso","Não","Não","Maceió","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",6750.71615031841
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",12237.8555847838
"Sobrepeso","Sim","Sim","Campo Grande","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",15453.6216234341
"Sobrepeso","Sim","Sim","Fortaleza","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",14799.8921703924
"Obesidade grau I","Sim","Sim","João Pessoa","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",7629.18349467286
"Eutrofia","Não","Sim","Salvador","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",27476.0023644157
"Sobrepeso","Sim","Sim","Belo Horizonte","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",5709.80649548304
"Obesidade grau I","Sim","Sim","Belo Horizonte","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",32364.1489769064
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",15272.8764735128
"Obesidade grau III","Sim","Sim","Vitória","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",12181.2519596995
"Obesidade grau I","Sim","Sim","Porto Alegre","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",6956.89535991417
"Eutrofia","Não","Sim","Boa Vista","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",26779.8834062642
"Eutrofia","Não","Sim","Belo Horizonte","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",46777.0105939145
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",116022.605202651
"Sobrepeso","Sim","Sim","Campo Grande","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",28569.0783611877
"Abaixo do peso","Não","Não","Goiânia","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",68799.7706929484
"Eutrofia","Não","Sim","Brasília","60 anos ou mais","1/2 até 1 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",20119.2643825126
"Eutrofia","Não","Sim","Campo Grande","18 a 24 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",25861.7830400268
"Eutrofia","Não","Sim","Teresina","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",6828.60970355018
"Sobrepeso","Sim","Sim","João Pessoa","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",32811.711467406
"Eutrofia","Não","Sim","João Pessoa","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",30263.1155148715
"Sobrepeso","Sim","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",115766.113841995
"Eutrofia","Não","Sim","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",40146.4491586416
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",48546.2234653596
"Eutrofia","Não","Sim","Vitória","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",24362.5039194099
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",90520.4929183078
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",119805.489363253
"Obesidade grau I","Sim","Sim","Goiânia","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",23431.6043858015
"Eutrofia","Não","Não","Rio Branco","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",7639.81183615799
"Abaixo do peso","Não","Não","Manaus","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",23801.6086132905
"Sobrepeso","Sim","Sim","Boa Vista","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",17410.0287333622
"Abaixo do peso","Não","Não","Palmas","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",9341.46171400004
"Abaixo do peso","Não","Não","São Luís","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",2325.52551493671
"Eutrofia","Não","Sim","João Pessoa","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",13440.464418025
"Sobrepeso","Sim","Sim","Maceió","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",22435.4152848627
"Obesidade grau III","Sim","Sim","Maceió","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",9862.67928084458
"Abaixo do peso","Não","Não","Salvador","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",19346.2140078003
"Sobrepeso","Sim","Sim","Belo Horizonte","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",8905.80278954907
"Eutrofia","Não","Sim","Belo Horizonte","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",5937.20185970783
"Abaixo do peso","Não","Não","Belo Horizonte","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",5937.20185970783
"Eutrofia","Não","Sim","Vitória","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",16821.1299968919
"Sobrepeso","Sim","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",20993.8044766669
"Obesidade grau I","Sim","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",8444.18507363226
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",71827.5168163378
"Abaixo do peso","Não","Não","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",31175.5907510585
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",199022.164000725
"Sobrepeso","Sim","Sim","Curitiba","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",35827.8866858117
"Abaixo do peso","Não","Não","Florianópolis","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",25237.4111678386
"Eutrofia","Não","Sim","Campo Grande","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",15663.6516962211
"Eutrofia","Não","Sim","Cuiabá","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",20182.8594229113
"Obesidade grau I","Sim","Sim","Goiânia","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",55039.8165543587
"Abaixo do peso","Não","Não","Campo Grande","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",10268.4277554181
"Eutrofia","Não","Sim","Cuiabá","25 a 39 anos","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",24871.0731485013
"Abaixo do peso","Não","Não","Natal","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",36353.3723811092
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",195268.765983989
"Sobrepeso","Sim","Sim","Goiânia","40 a 59 anos","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",6344.71796324223
"Sobrepeso","Sim","Sim","Palmas","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",9341.46171400004
"Eutrofia","Não","Sim","Fortaleza","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",17820.2946056418
"Abaixo do peso","Não","Não","Salvador","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",176702.183841194
"Eutrofia","Não","Sim","Belo Horizonte","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",19005.4935344745
"Obesidade grau I","Sim","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",35438.1148540657
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",42064.5966911854
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",70354.4670713448
"Eutrofia","Não","Sim","Curitiba","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",43647.8252110786
"Eutrofia","Não","Sim","Florianópolis","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",18208.5964694111
"Obesidade grau III","Sim","Sim","Porto Alegre","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",11195.5484725428
"Sobrepeso","Sim","Sim","Brasília","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",71309.103640639
"Abaixo do peso","Não","Não","Boa Vista","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",5196.55903005391
"Eutrofia","Não","Sim","Belo Horizonte","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",24340.5523751133
"Abaixo do peso","Não","Não","Belo Horizonte","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",26565.5873300056
"Eutrofia","Não","Sim","Vitória","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",12281.4016557484
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",50348.1753822584
"Eutrofia","Não","Sim","Campo Grande","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",14202.2756901477
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",29785.7855670562
"Eutrofia","Não","Sim","Belém","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",13484.5749983795
"Abaixo do peso","Não","Não","Teresina","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",16858.81498712
"Sobrepeso","Sim","Sim","Recife","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",25214.1034524351
"Abaixo do peso","Não","Não","Salvador","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",37664.0706467323
"Eutrofia","Não","Sim","Belo Horizonte","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",24584.8252966584
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",10994.2972303708
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",18960.8910358159
"Eutrofia","Não","Sim","Porto Alegre","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",5597.77423627141
"Abaixo do peso","Não","Não","Porto Alegre","60 anos ou mais","Mais de 3 SM","Urbano","Mulher","Fundamental incompleto ou equivalente",11095.5856737096
"Eutrofia","Não","Sim","Porto Velho","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2341.47901106764
"Eutrofia","Não","Sim","Macapá","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3900.67126527819
"Abaixo do peso","Não","Não","Macapá","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5200.89502036311
"Eutrofia","Não","Sim","São Luís","25 a 39 anos","Até 1/2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3123.64314128154
"Obesidade grau I","Sim","Sim","Teresina","40 a 59 anos","Até 1/2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2556.81141269028
"Eutrofia","Não","Sim","São Luís","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3749.83596122698
"Eutrofia","Não","Sim","Brasília","25 a 39 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",4137.65202013741
"Obesidade grau III","Sim","Sim","Rio Branco","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2159.53208028863
"Sobrepeso","Sim","Sim","Palmas","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1437.64267220924
"Obesidade grau I","Sim","Sim","Teresina","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5495.83817572148
"Eutrofia","Não","Sim","Brasília","40 a 59 anos","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2793.80640994186
"Sobrepeso","Sim","Sim","Belém","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1945.39679680869
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5280.79594929158
"Eutrofia","Não","Sim","Brasília","60 anos ou mais","1/2 até 1 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5601.07850795631
"Sobrepeso","Sim","Sim","Macapá","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1580.14191185332
"Abaixo do peso","Não","Não","Campo Grande","25 a 39 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",1191.10639019247
"Abaixo do peso","Não","Não","Palmas","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",433.574774153718
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",722.007874271542
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",5353.15779471448
"Abaixo do peso","Não","Não","Manaus","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",712.557911616285
"Sobrepeso","Sim","Sim","Palmas","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",509.224115410521
"Eutrofia","Não","Sim","Florianópolis","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",3500.71659486382
"Sobrepeso","Sim","Sim","Goiânia","60 anos ou mais","1 até 2 SM","Rural","Mulher","Fundamental incompleto ou equivalente",592.716996197986
"Abaixo do peso","Não","Não","Macapá","18 a 24 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2825.33027216597
"Obesidade grau III","Sim","Sim","Florianópolis","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",2235.49272470452
"Abaixo do peso","Não","Não","Florianópolis","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",965.940826178276
"Sobrepeso","Sim","Sim","Campo Grande","40 a 59 anos","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",386.29177064985
"Abaixo do peso","Não","Não","Campo Grande","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",453.69125909939
"Abaixo do peso","Não","Não","Goiânia","60 anos ou mais","2 até 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",513.259827766758
"Obesidade grau I","Sim","Sim","Brasília","60 anos ou mais","Mais de 3 SM","Rural","Mulher","Fundamental incompleto ou equivalente",15605.4931277196
"Abaixo do peso","Não","Não","Belém","18 a 24 anos","Até 1/2 SM","Urbano","Homem","Fundamental completo ou equivalente",89420.3883168176
"Abaixo do peso","Não","Não","Teresina","25 a 39 anos","Até 1/2 SM","Urbano","Homem","Fundamental completo ou equivalente",7681.22468206214
"Eutrofia","Não","Sim","Aracaju","40 a 59 anos","Até 1/2 SM","Urbano","Homem","Fundamental completo ou equivalente",66676.2186228239
"Abaixo do peso","Não","Não","Manaus","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",42516.2244816112
"Sobrepeso","Sim","Sim","Belém","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",101874.473119235
"Eutrofia","Não","Sim","Fortaleza","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",72505.3537845138
"Eutrofia","Não","Sim","João Pessoa","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",5969.43984336304
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",12382.2286814477
"Eutrofia","Não","Não","Manaus","60 anos ou mais","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",52787.3333729925
"Sobrepeso","Sim","Sim","Porto Alegre","60 anos ou mais","1/2 até 1 SM","Urbano","Homem","Fundamental completo ou equivalente",25446.5950159833
"Abaixo do peso","Não","Não","Fortaleza","18 a 24 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",103110.818841965
"Eutrofia","Não","Sim","Palmas","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",4557.41042696146
"Abaixo do peso","Não","Não","Fortaleza","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",42254.3674660333
"Sobrepeso","Sim","Sim","Salvador","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",14469.6881231414
"Sobrepeso","Sim","Sim","Belo Horizonte","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",4281.81904144668
"Obesidade grau III","Sim","Sim","Porto Alegre","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",25539.5928133002
"Eutrofia","Não","Sim","Cuiabá","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",64490.4547253616
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",7032.68955952325
"Abaixo do peso","Não","Não","Natal","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",35084.1822620703
"Sobrepeso","Sim","Sim","João Pessoa","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",10392.2720126523
"Sobrepeso","Sim","Sim","Aracaju","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",22024.8090601427
"Abaixo do peso","Não","Não","Salvador","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",7456.65249229292
"Sobrepeso","Sim","Sim","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",14739.6609108335
"Eutrofia","Não","Sim","Florianópolis","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",7481.14673768604
"Eutrofia","Não","Sim","Vitória","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",16885.2321482534
"Sobrepeso","Sim","Sim","Curitiba","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",12124.4539472431
"Abaixo do peso","Não","Não","Campo Grande","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental completo ou equivalente",13167.910099735
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental completo ou equivalente",173434.155465082
"Eutrofia","Não","Sim","Curitiba","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental completo ou equivalente",33859.3650194657
"Sobrepeso","Sim","Sim","Cuiabá","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental completo ou equivalente",21192.4468764509
"Eutrofia","Não","Sim","Belo Horizonte","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental completo ou equivalente",7708.71532106623
"Eutrofia","Não","Sim","Campo Grande","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental completo ou equivalente",22478.9036044661
"Abaixo do peso","Não","Não","Palmas","60 anos ou mais","1/2 até 1 SM","Rural","Homem","Fundamental completo ou equivalente",1660.67565323507
"Eutrofia","Não","Sim","Porto Velho","25 a 39 anos","1 até 2 SM","Rural","Homem","Fundamental completo ou equivalente",1619.04871309272
"Obesidade grau I","Sim","Sim","Cuiabá","25 a 39 anos","1 até 2 SM","Rural","Homem","Fundamental completo ou equivalente",674.945280107127
"Abaixo do peso","Não","Não","Goiânia","25 a 39 anos","1 até 2 SM","Rural","Homem","Fundamental completo ou equivalente",378.450726952432
"Sobrepeso","Sim","Sim","São Paulo","40 a 59 anos","2 até 3 SM","Rural","Homem","Fundamental completo ou equivalente",3680.50336323336
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","2 até 3 SM","Rural","Homem","Fundamental completo ou equivalente",2583.13261529733
"Obesidade grau I","Sim","Sim","Cuiabá","60 anos ou mais","Mais de 3 SM","Rural","Homem","Fundamental completo ou equivalente",554.490662769059
"Sobrepeso","Sim","Sim","Brasília","60 anos ou mais","Mais de 3 SM","Rural","Homem","Fundamental completo ou equivalente",2644.24568975481
"Abaixo do peso","Não","Não","Rio Branco","18 a 24 anos","Até 1/2 SM","Urbano","Mulher","Fundamental completo ou equivalente",6384.09681274764
"Eutrofia","Não","Sim","Fortaleza","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Fundamental completo ou equivalente",10734.9987637257
"Abaixo do peso","Não","Não","Salvador","25 a 39 anos","Até 1/2 SM","Urbano","Mulher","Fundamental completo ou equivalente",19559.0883269517
"Eutrofia","Não","Sim","Aracaju","40 a 59 anos","Até 1/2 SM","Urbano","Mulher","Fundamental completo ou equivalente",5174.69322698217
"Abaixo do peso","Não","Não","Rio Branco","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",14109.2839675634
"Sobrepeso","Sim","Sim","Macapá","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",12033.0574909541
"Sobrepeso","Sim","Sim","Teresina","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",19670.0312116872
"Eutrofia","Não","Não","João Pessoa","25 a 39 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",32820.9318807289
"Eutrofia","Não","Sim","Teresina","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",14013.2925240206
"Abaixo do peso","Não","Não","João Pessoa","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",30263.1155148715
"Obesidade grau I","Sim","Sim","Maceió","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",14567.2071515075
"Sobrepeso","Sim","Sim","Vitória","40 a 59 anos","1/2 até 1 SM","Urbano","Mulher","Fundamental completo ou equivalente",21483.3236055543
"Abaixo do peso","Não","Não","São Paulo","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",15228.286864959
"Sobrepeso","Sim","Sim","Goiânia","25 a 39 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",3390.24079630132
"Abaixo do peso","Não","Não","São Luís","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",5940.1499423169
"Sobrepeso","Sim","Sim","Fortaleza","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",12063.2130604247
"Obesidade grau I","Sim","Sim","Fortaleza","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",7584.00092266561
"Obesidade grau I","Sim","Sim","Aracaju","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",103632.402764314
"Abaixo do peso","Não","Não","Belo Horizonte","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",20932.5516074862
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",50348.1753822584
"Eutrofia","Não","Sim","São Luís","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",22600.4203564352
"Sobrepeso","Sim","Sim","João Pessoa","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",4215.67918470249
"Sobrepeso","Sim","Sim","Belo Horizonte","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",31730.6331751018
"Abaixo do peso","Não","Não","Vitória","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",14306.6147376265
"Abaixo do peso","Não","Não","Curitiba","60 anos ou mais","1 até 2 SM","Urbano","Mulher","Fundamental completo ou equivalente",3052.04474866167
"Obesidade grau I","Sim","Sim","São Luís","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",4651.05102987342
"Eutrofia","Não","Sim","Recife","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",50428.2069048828
"Eutrofia","Não","Sim","Goiânia","60 anos ou mais","2 até 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",144718.464006036
"Abaixo do peso","Não","Não","Porto Velho","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",13337.7802863338
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","Mais de 3 SM","Urbano","Mulher","Fundamental completo ou equivalente",163059.818403422
