"IMC_classif","obesid","excpeso","Capital","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Eutrofia","Não","Não","São Paulo","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",2697.41802890555
"Obesidade grau III","Sim","Sim","Curitiba","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1390.72687025003
"Sobrepeso","Sim","Sim","Florianópolis","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",227.398567605714
"Eutrofia","Não","Sim","Porto Alegre","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",865.902241292448
"Abaixo do peso","Não","Não","Porto Alegre","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1814.78047502635
"Sobrepeso","Sim","Sim","Campo Grande","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",882.605823524097
"Eutrofia","Não","Sim","Campo Grande","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1503.1280718853
"Sobrepeso","Sim","Sim","Goiânia","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",2715.5675934399
"Sobrepeso","Sim","Sim","Brasília","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",527.620079030245
"Obesidade grau I","Sim","Sim","Brasília","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1976.38622312966
"Eutrofia","Não","Sim","Brasília","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",2933.16808348517
"Abaixo do peso","Não","Não","Brasília","65 a 74 anos","1/2 até 1 SM","Urbano","Feminino","Sem instrução",2625.04583778422
"Sobrepeso","Sim","Sim","Porto Velho","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",561.457858235501
"Abaixo do peso","Não","Não","Porto Velho","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",667.093428083978
"Sobrepeso","Sim","Sim","Rio Branco","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",227.037466195745
"Abaixo do peso","Não","Não","Manaus","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",621.250330517061
"Eutrofia","Não","Sim","Boa Vista","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",156.061051264824
"Abaixo do peso","Não","Não","Boa Vista","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",186.748305321208
"Eutrofia","Não","Não","Boa Vista","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",330.787211647768
"Abaixo do peso","Não","Não","Belém","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",894.632128274983
"Abaixo do peso","Não","Não","Macapá","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",121.677362437457
"Obesidade grau I","Sim","Sim","São Luís","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",553.883972918794
"Eutrofia","Não","Sim","São Luís","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",543.634020673953
"Abaixo do peso","Não","Não","São Luís","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",715.603335070421
"Obesidade grau III","Sim","Sim","Teresina","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",179.428851216527
"Abaixo do peso","Não","Não","Fortaleza","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",3444.13853177971
"Eutrofia","Não","Sim","Natal","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",222.34243977443
"Abaixo do peso","Não","Não","Natal","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1243.29068467513
"Obesidade grau I","Sim","Sim","João Pessoa","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1543.01205723614
"Eutrofia","Não","Sim","João Pessoa","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1543.52910794916
"Sobrepeso","Sim","Sim","Recife","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1365.74284091622
"Obesidade grau III","Sim","Sim","Recife","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",448.021804440369
"Sobrepeso","Sim","Sim","Maceió","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",682.485818417917
"Eutrofia","Não","Sim","Maceió","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",2534.18361079519
"Abaixo do peso","Não","Não","Maceió","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",789.110023849167
"Eutrofia","Não","Sim","Aracaju","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",741.269292051928
"Abaixo do peso","Não","Não","Aracaju","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",616.665551084995
"Sobrepeso","Sim","Sim","Salvador","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1406.7750258954
"Eutrofia","Não","Sim","Salvador","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",635.879119640606
"Abaixo do peso","Não","Não","Salvador","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",4069.0609464929
"Sobrepeso","Sim","Sim","Belo Horizonte","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",79.8624536065956
"Eutrofia","Não","Sim","Belo Horizonte","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",908.955876053755
"Abaixo do peso","Não","Não","Belo Horizonte","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1885.8066123572
"Obesidade grau I","Sim","Sim","Vitória","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",122.00697122352
"Abaixo do peso","Não","Não","Vitória","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1061.23458481352
"Eutrofia","Não","Sim","Rio de Janeiro","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1236.71744750103
"Abaixo do peso","Não","Não","Rio de Janeiro","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",6470.52589894161
"Sobrepeso","Sim","Sim","São Paulo","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1799.57240231189
"Obesidade grau I","Sim","Sim","São Paulo","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",2494.43452579791
"Eutrofia","Não","Sim","São Paulo","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",5888.33854406255
"Abaixo do peso","Não","Não","São Paulo","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",8593.50313325
"Sobrepeso","Sim","Sim","Curitiba","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",476.255247236265
"Eutrofia","Não","Sim","Curitiba","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",616.473971002323
"Eutrofia","Não","Sim","Florianópolis","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",142.006693024137
"Eutrofia","Não","Sim","Porto Alegre","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",514.545773890812
"Abaixo do peso","Não","Não","Porto Alegre","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",496.162435022474
"Sobrepeso","Sim","Sim","Campo Grande","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",303.014441721102
"Eutrofia","Não","Sim","Campo Grande","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1122.94945546303
"Abaixo do peso","Não","Não","Campo Grande","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",815.271438591114
"Sobrepeso","Sim","Sim","Cuiabá","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",267.886193253101
"Sobrepeso","Sim","Sim","Goiânia","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1503.23223392458
"Abaixo do peso","Não","Não","Goiânia","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",488.810475717283
"Eutrofia","Não","Sim","Brasília","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",441.068870520341
"Abaixo do peso","Não","Não","Brasília","75 anos ou mais","1/2 até 1 SM","Urbano","Feminino","Sem instrução",1767.62855552564
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",9119.59948099456
"Sobrepeso","Sim","Sim","Campo Grande","18 a 24 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",540.964288044997
"Abaixo do peso","Não","Não","Manaus","25 a 29 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1117.83516245397
"Sobrepeso","Sim","Sim","Macapá","25 a 29 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",452.028730414056
"Sobrepeso","Sim","Sim","Vitória","25 a 29 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",268.548462231166
"Obesidade grau I","Sim","Sim","Rio de Janeiro","25 a 29 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2810.53358813098
"Sobrepeso","Sim","Sim","São Paulo","25 a 29 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2523.51247220597
"Eutrofia","Não","Sim","Porto Velho","30 a 34 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",348.583246796251
"Abaixo do peso","Não","Não","Manaus","30 a 34 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",534.511870049164
"Eutrofia","Não","Sim","Belo Horizonte","30 a 34 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1864.22431182437
"Abaixo do peso","Não","Não","Rio de Janeiro","30 a 34 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",4215.80038220338
"Abaixo do peso","Não","Não","Brasília","30 a 34 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",842.733152700502
"Sobrepeso","Sim","Sim","Porto Velho","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",237.679209933693
"Eutrofia","Não","Sim","Porto Velho","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",182.037964759968
"Sobrepeso","Sim","Sim","Rio Branco","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",295.803566989493
"Sobrepeso","Sim","Sim","Manaus","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1120.35855517928
"Eutrofia","Não","Sim","Manaus","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",954.210377214104
"Sobrepeso","Sim","Sim","Boa Vista","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",53.2424591368981
"Sobrepeso","Não","Sim","Macapá","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",620.418334640864
"Sobrepeso","Sim","Sim","São Luís","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",459.794224915703
"Abaixo do peso","Não","Não","Fortaleza","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2955.7925446962
"Abaixo do peso","Não","Não","Natal","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",619.72836310515
"Sobrepeso","Sim","Sim","João Pessoa","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",950.182242655986
"Obesidade grau I","Sim","Sim","Recife","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1353.91894891906
"Obesidade grau I","Sim","Sim","Salvador","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",5672.44569826916
"Abaixo do peso","Não","Não","Salvador","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",986.444809281346
"Abaixo do peso","Não","Não","Belo Horizonte","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1815.98782277237
"Abaixo do peso","Não","Não","São Paulo","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",3115.64824674382
"Abaixo do peso","Não","Não","Florianópolis","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",544.558335010577
"Abaixo do peso","Não","Não","Cuiabá","35 a 44 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",249.029414719595
"Sobrepeso","Sim","Sim","Porto Velho","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",152.470670336161
"Eutrofia","Não","Sim","Porto Velho","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",271.72496204523
"Obesidade grau III","Sim","Sim","Rio Branco","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",97.1425779074326
"Abaixo do peso","Não","Não","Macapá","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",538.244559302008
"Eutrofia","Não","Sim","Palmas","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",298.412985357136
"Sobrepeso","Sim","Sim","Fortaleza","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2545.59517566318
"Eutrofia","Não","Sim","Fortaleza","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",3243.20326982002
"Obesidade grau III","Sim","Sim","Natal","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",428.684869074252
"Sobrepeso","Sim","Sim","João Pessoa","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",980.726477748182
"Obesidade grau I","Sim","Sim","João Pessoa","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",308.521500312913
"Eutrofia","Não","Sim","João Pessoa","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",458.714064336502
"Eutrofia","Não","Sim","Recife","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2899.58790643822
"Eutrofia","Não","Sim","Maceió","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",685.461715493846
"Sobrepeso","Sim","Sim","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1856.92724586046
"Eutrofia","Não","Sim","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",792.386084206305
"Abaixo do peso","Não","Não","Belo Horizonte","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1619.73583341099
"Obesidade grau I","Sim","Sim","Vitória","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",434.248663491051
"Sobrepeso","Sim","Sim","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2454.0025955819
"Eutrofia","Não","Sim","Rio de Janeiro","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",7475.8450284847
"Sobrepeso","Sim","Sim","São Paulo","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1298.69742324279
"Obesidade grau I","Sim","Sim","São Paulo","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1290.17181920307
"Abaixo do peso","Não","Não","São Paulo","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1310.17334166072
"Obesidade grau I","Sim","Sim","Curitiba","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",965.272629342993
"Eutrofia","Não","Sim","Curitiba","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1989.53644808978
"Eutrofia","Não","Sim","Florianópolis","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",442.589784651269
"Eutrofia","Não","Sim","Cuiabá","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",330.09211382083
"Eutrofia","Não","Sim","Goiânia","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",3877.61434976533
"Abaixo do peso","Não","Não","Goiânia","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",961.345342077989
"Eutrofia","Não","Sim","Brasília","45 a 54 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",529.821166387079
"Sobrepeso","Sim","Sim","Porto Velho","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",287.726346340263
"Eutrofia","Não","Sim","Rio Branco","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",109.34981571835
"Eutrofia","Não","Sim","Manaus","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2628.79388235719
"Eutrofia","Não","Sim","Boa Vista","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",156.061051264824
"Sobrepeso","Sim","Sim","Macapá","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",228.387332512779
"Sobrepeso","Sim","Sim","Palmas","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",340.422187725762
"Eutrofia","Não","Sim","Palmas","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",96.3359078732764
"Sobrepeso","Sim","Sim","Fortaleza","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1297.28130792589
"Eutrofia","Não","Sim","Fortaleza","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",524.335401705044
"Abaixo do peso","Não","Não","Fortaleza","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2064.79105083013
"Abaixo do peso","Não","Não","Natal","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1242.52093377236
"Eutrofia","Não","Sim","Maceió","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",517.880916048446
"Abaixo do peso","Não","Não","Maceió","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",322.689925222179
"Eutrofia","Não","Sim","Salvador","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1974.39605427462
"Eutrofia","Não","Sim","Belo Horizonte","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2806.26961625211
"Abaixo do peso","Não","Não","Belo Horizonte","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2452.83557526885
"Obesidade grau I","Sim","Sim","Vitória","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",359.148239895205
"Abaixo do peso","Não","Não","Vitória","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",253.540420962477
"Eutrofia","Não","Sim","Rio de Janeiro","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",7282.24264477646
"Sobrepeso","Sim","Sim","São Paulo","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",9401.84396081807
"Eutrofia","Não","Sim","São Paulo","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",5475.61356506179
"Abaixo do peso","Não","Não","São Paulo","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",4365.42797456658
"Sobrepeso","Sim","Sim","Curitiba","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",484.029715450972
"Abaixo do peso","Não","Não","Florianópolis","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",620.744462435874
"Sobrepeso","Sim","Sim","Campo Grande","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1478.47164492923
"Eutrofia","Não","Sim","Campo Grande","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",628.424135081212
"Abaixo do peso","Não","Não","Cuiabá","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1173.33995959633
"Sobrepeso","Sim","Sim","Goiânia","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1271.2980070459
"Eutrofia","Não","Sim","Goiânia","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2344.71727725249
"Sobrepeso","Sim","Sim","Brasília","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1479.41229772988
"Eutrofia","Não","Sim","Brasília","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2809.91390343151
"Eutrofia","Não","Não","Brasília","55 a 64 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2017.38040599111
"Eutrofia","Não","Sim","Porto Velho","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",699.719277087283
"Abaixo do peso","Não","Não","Porto Velho","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",537.262770397433
"Sobrepeso","Sim","Sim","Rio Branco","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",563.393210206673
"Eutrofia","Não","Sim","Manaus","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",780.69057091246
"Eutrofia","Não","Sim","Boa Vista","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",265.303787142229
"Abaixo do peso","Não","Não","Boa Vista","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",264.629769311382
"Eutrofia","Não","Sim","Macapá","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",240.038698621805
"Sobrepeso","Sim","Sim","Palmas","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",300.569299828774
"Eutrofia","Não","Sim","Palmas","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",300.569299828774
"Obesidade grau I","Sim","Sim","Teresina","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",976.432005138343
"Eutrofia","Não","Sim","Teresina","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",627.01832124935
"Eutrofia","Não","Sim","Fortaleza","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2360.74755521917
"Sobrepeso","Sim","Sim","Natal","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1086.21997557626
"Eutrofia","Não","Sim","Natal","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1361.68362925828
"Abaixo do peso","Não","Não","Natal","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",480.456164712746
"Eutrofia","Não","Sim","Recife","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1634.1578550541
"Abaixo do peso","Não","Não","Recife","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",584.99728199833
"Sobrepeso","Sim","Sim","Maceió","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",475.829663288644
"Obesidade grau I","Sim","Sim","Maceió","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1192.73292322769
"Eutrofia","Não","Não","Maceió","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",277.762219499409
"Eutrofia","Não","Sim","Aracaju","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1870.97464508213
"Abaixo do peso","Não","Não","Salvador","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1113.54960058112
"Sobrepeso","Sim","Sim","Belo Horizonte","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2953.11646552102
"Eutrofia","Não","Sim","Belo Horizonte","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",135.088249675703
"Abaixo do peso","Não","Não","Belo Horizonte","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",818.631486113411
"Sobrepeso","Sim","Sim","Rio de Janeiro","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",7438.38058879652
"Eutrofia","Não","Sim","Rio de Janeiro","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",10868.658136754
"Abaixo do peso","Não","Não","Rio de Janeiro","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2181.87016418453
"Eutrofia","Não","Sim","São Paulo","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",10787.0008544419
"Abaixo do peso","Não","Não","São Paulo","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",9336.145916778
"Eutrofia","Não","Sim","Curitiba","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1623.2380006985
"Abaixo do peso","Não","Não","Florianópolis","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",407.713167444102
"Eutrofia","Não","Sim","Campo Grande","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",383.376878553731
"Obesidade grau III","Sim","Sim","Goiânia","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1014.80547121753
"Abaixo do peso","Não","Não","Goiânia","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",2227.455721392
"Eutrofia","Não","Sim","Brasília","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",1323.34368764945
"Abaixo do peso","Não","Não","Brasília","65 a 74 anos","1 até 2 SM","Urbano","Feminino","Sem instrução",713.451408556938
"Abaixo do peso","Não","Não","Porto Velho","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",652.854792763477
"Sobrepeso","Sim","Sim","Rio Branco","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",226.892588932835
"Abaixo do peso","Não","Não","Rio Branco","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",694.121786143329
"Eutrofia","Não","Sim","Boa Vista","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",290.173316800876
"Abaixo do peso","Não","Não","Boa Vista","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",147.647201467963
"Eutrofia","Não","Sim","Belém","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",1461.95579155558
"Abaixo do peso","Não","Não","Belém","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",770.442346040323
"Sobrepeso","Sim","Sim","Teresina","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",186.329960881702
"Obesidade grau I","Sim","Sim","Teresina","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",379.092206034918
"Eutrofia","Não","Sim","Teresina","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",905.906915076161
"Abaixo do peso","Não","Não","Teresina","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",185.737365593243
"Eutrofia","Não","Sim","Natal","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",411.556603319611
"Abaixo do peso","Não","Não","Natal","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",460.905591350734
"Sobrepeso","Sim","Sim","João Pessoa","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",1706.81527888599
"Eutrofia","Não","Sim","Maceió","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",844.521984690264
"Abaixo do peso","Não","Não","Maceió","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",259.021054574196
"Sobrepeso","Sim","Sim","Belo Horizonte","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",267.820308952522
"Eutrofia","Não","Sim","Belo Horizonte","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",1120.08105807774
"Abaixo do peso","Não","Não","Belo Horizonte","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",466.732382839371
"Eutrofia","Não","Sim","Vitória","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",136.909105473343
"Abaixo do peso","Não","Não","Vitória","75 anos ou mais","1 até 2 SM","Urbano","Feminino","Sem instrução",146.290985646969
