"IMC_classif","obesid","excpeso","Unidades_da_Federacao","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Sobrepeso","Sim","Sim","Bahia","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",64648.3939117699
"Eutrofia","Não","Sim","Bahia","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",151680.267332367
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",40403.4843374836
"Eutrofia","Não","Sim","Minas Gerais","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",285225.510142661
"Sobrepeso","Não","Sim","Minas Gerais","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",9826.44060721537
"Abaixo do peso","Não","Não","Minas Gerais","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",164750.117815844
"Eutrofia","Não","Sim","Espírito Santo","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6974.91224754373
"Abaixo do peso","Não","Não","Espírito Santo","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",38863.2319300845
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",98271.1004597222
"Obesidade grau I","Sim","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",20699.6978072792
"Eutrofia","Não","Sim","Rio de Janeiro","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6690.11425788007
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",121932.573746768
"Abaixo do peso","Não","Não","São Paulo","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",1595134.49297215
"Eutrofia","Não","Sim","Paraná","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",80329.3769424669
"Abaixo do peso","Não","Não","Paraná","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",65475.0715320744
"Sobrepeso","Sim","Sim","Santa Catarina","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",22235.3195206761
"Eutrofia","Não","Sim","Santa Catarina","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",7843.02834355119
"Abaixo do peso","Não","Não","Santa Catarina","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",32036.2126272757
"Sobrepeso","Sim","Sim","Rio Grande do Sul","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",52847.8497395211
"Obesidade grau I","Sim","Sim","Rio Grande do Sul","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",32750.0156072456
"Eutrofia","Não","Sim","Rio Grande do Sul","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",50255.6564182148
"Abaixo do peso","Não","Não","Rio Grande do Sul","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",82979.6696917474
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",21591.9556837066
"Abaixo do peso","Não","Não","Mato Grosso do Sul","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",13777.7697015603
"Eutrofia","Não","Sim","Mato Grosso","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",12191.5721757805
"Abaixo do peso","Não","Não","Mato Grosso","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",15296.0508680919
"Eutrofia","Não","Sim","Goiás","40 a 59 anos","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",18101.8268552951
"Sobrepeso","Sim","Sim","Rondônia","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3538.83301790678
"Eutrofia","Não","Sim","Rondônia","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3538.83301790678
"Eutrofia","Não","Sim","Acre","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6084.75236380448
"Abaixo do peso","Não","Não","Acre","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3042.37618190224
"Abaixo do peso","Não","Não","Amazonas","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",22690.452005505
"Abaixo do peso","Não","Não","Pará","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",58258.3813834713
"Abaixo do peso","Não","Não","Amapá","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",2042.02060602496
"Eutrofia","Não","Sim","Tocantins","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5584.77171717113
"Abaixo do peso","Não","Não","Tocantins","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3422.20222871515
"Eutrofia","Não","Sim","Maranhão","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",49185.7255747939
"Sobrepeso","Sim","Sim","Piauí","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",4663.06061291244
"Eutrofia","Não","Sim","Piauí","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6736.81977972109
"Abaixo do peso","Não","Não","Piauí","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",7503.57544350537
"Eutrofia","Não","Sim","Ceará","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",41771.2024370968
"Abaixo do peso","Não","Não","Ceará","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3631.85919003308
"Sobrepeso","Sim","Sim","Rio Grande do Norte","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",11092.5681343536
"Sobrepeso","Sim","Sim","Paraíba","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",22813.3661462084
"Eutrofia","Não","Sim","Paraíba","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",58048.473572079
"Abaixo do peso","Não","Não","Paraíba","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",16523.2143043745
"Eutrofia","Não","Sim","Pernambuco","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",30343.5487810509
"Eutrofia","Não","Sim","Bahia","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5939.02846460918
"Abaixo do peso","Não","Não","Bahia","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",156346.366460019
"Sobrepeso","Sim","Sim","Minas Gerais","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",61247.2542486844
"Obesidade grau I","Sim","Sim","Minas Gerais","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",2649.34574966046
"Eutrofia","Não","Sim","Minas Gerais","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",165539.287163701
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",203393.182095121
"Eutrofia","Não","Sim","Espírito Santo","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",73572.2702816033
"Obesidade grau I","Sim","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",20690.8871746072
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",76707.7200815342
"Abaixo do peso","Não","Não","Rio de Janeiro","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",66267.8149512246
"Obesidade grau III","Sim","Sim","São Paulo","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",338143.439449699
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",235895.130030636
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",76226.8612940657
"Sobrepeso","Sim","Sim","Paraná","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",103455.228417865
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",43818.0089341232
"Abaixo do peso","Não","Não","Paraná","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",124041.437563252
"Obesidade grau I","Sim","Sim","Santa Catarina","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",4507.95485448123
"Eutrofia","Não","Sim","Santa Catarina","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",119966.59639854
"Abaixo do peso","Não","Não","Santa Catarina","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",162162.826214803
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",173989.897089142
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",31007.7753669442
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",39012.4280254637
"Eutrofia","Não","Sim","Mato Grosso do Sul","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",8968.62584411782
"Abaixo do peso","Não","Não","Mato Grosso do Sul","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",10796.3597397148
"Sobrepeso","Sim","Sim","Mato Grosso","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3453.76970255382
"Abaixo do peso","Não","Não","Mato Grosso","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",31788.6703146713
"Sobrepeso","Sim","Sim","Goiás","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3158.82652375302
"Eutrofia","Não","Sim","Goiás","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",8384.27670012748
"Abaixo do peso","Não","Não","Goiás","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",53339.1234016771
"Abaixo do peso","Não","Não","Distrito Federal","60 anos ou mais","1 até 2 SM","Urbano","Homem","Fundamental incompleto ou equivalente",18350.2358353264
"Obesidade grau I","Sim","Sim","Rondônia","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",4556.63783485716
"Eutrofia","Não","Sim","Maranhão","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",16685.9112425735
"Obesidade grau I","Sim","Sim","Minas Gerais","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",100913.635756258
"Eutrofia","Não","Sim","Minas Gerais","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",13029.1452891461
"Abaixo do peso","Não","Não","Minas Gerais","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",64517.5380268057
"Abaixo do peso","Não","Não","Mato Grosso do Sul","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",23492.5213739877
"Obesidade grau I","Sim","Sim","Mato Grosso","25 a 39 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",30593.0746417045
"Eutrofia","Não","Sim","Rondônia","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",15110.3481468679
"Eutrofia","Não","Sim","Pará","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",8374.47341601454
"Abaixo do peso","Não","Não","Pará","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",19311.2979594091
"Eutrofia","Não","Sim","Piauí","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",32594.8718755364
"Eutrofia","Não","Sim","Ceará","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5593.77484880767
"Eutrofia","Não","Sim","Pernambuco","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",42946.1177161728
"Eutrofia","Não","Sim","Minas Gerais","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",43290.0744998065
"Abaixo do peso","Não","Não","Minas Gerais","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",95121.5458457205
"Sobrepeso","Sim","Sim","Espírito Santo","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3592.65224374176
"Eutrofia","Não","Sim","Espírito Santo","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",16505.2486824177
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",37450.577307672
"Obesidade grau III","Sim","Sim","Rio de Janeiro","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6747.001437878
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",63701.9642932206
"Obesidade grau I","Sim","Sim","Santa Catarina","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",64538.4772910726
"Sobrepeso","Sim","Sim","Rio Grande do Sul","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",98250.0468217367
"Eutrofia","Não","Sim","Rio Grande do Sul","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",36141.1549835526
"Eutrofia","Não","Sim","Mato Grosso do Sul","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",15568.9017792694
"Obesidade grau III","Sim","Sim","Goiás","40 a 59 anos","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",64503.7252898643
"Sobrepeso","Sim","Sim","Rondônia","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3183.90476845868
"Eutrofia","Não","Sim","Maranhão","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5489.35424717868
"Eutrofia","Não","Sim","Piauí","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6033.60767327755
"Sobrepeso","Sim","Sim","Ceará","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",56569.5596486406
"Eutrofia","Não","Sim","Pernambuco","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",16852.3029219948
"Abaixo do peso","Não","Não","Bahia","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",18877.193990712
"Obesidade grau I","Sim","Sim","Minas Gerais","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",8365.63714885819
"Eutrofia","Não","Sim","Minas Gerais","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",52367.7923070107
"Sobrepeso","Não","Sim","Minas Gerais","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5298.69149932093
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",75292.4234707002
"Sobrepeso","Sim","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",68498.0840685129
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",79389.3551728125
"Eutrofia","Não","Não","Rio de Janeiro","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",27517.4468897608
"Sobrepeso","Sim","Sim","São Paulo","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",356151.988965442
"Eutrofia","Não","Sim","São Paulo","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",235167.100591919
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",53208.0388623527
"Sobrepeso","Sim","Sim","Paraná","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",32021.9345452184
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3150.37051462278
"Abaixo do peso","Não","Não","Paraná","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",23798.1651824418
"Eutrofia","Não","Sim","Santa Catarina","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",60420.3900764409
"Abaixo do peso","Não","Não","Santa Catarina","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6243.41404248208
"Sobrepeso","Sim","Sim","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",42628.3049373824
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",29730.2454240435
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3647.57133791799
"Eutrofia","Não","Sim","Mato Grosso do Sul","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",2957.22804333624
"Eutrofia","Não","Sim","Goiás","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",130558.232192441
"Abaixo do peso","Não","Não","Distrito Federal","60 anos ou mais","2 até 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",66877.3374040865
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",35290.0879445669
"Abaixo do peso","Não","Não","Rio Grande do Sul","18 a 24 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",121348.833341289
"Abaixo do peso","Não","Não","Rio de Janeiro","25 a 39 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",68792.9723526076
"Sobrepeso","Sim","Sim","Tocantins","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3910.08876909176
"Eutrofia","Não","Sim","Piauí","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",34595.216511618
"Abaixo do peso","Não","Não","Sergipe","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5695.90213516966
"Eutrofia","Não","Sim","Bahia","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",62062.1177276369
"Sobrepeso","Sim","Sim","Minas Gerais","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",43506.2976751605
"Eutrofia","Não","Sim","Minas Gerais","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",27077.7575713018
"Sobrepeso","Sim","Sim","Rio de Janeiro","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",2985.24309356633
"Sobrepeso","Sim","Sim","São Paulo","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",32316.2710194717
"Eutrofia","Não","Sim","São Paulo","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",10367.8706725308
"Sobrepeso","Sim","Sim","Paraná","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3883.22268787034
"Eutrofia","Não","Sim","Santa Catarina","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",18973.7625102036
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",11795.5320560803
"Eutrofia","Não","Sim","Mato Grosso","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",4408.04478571474
"Eutrofia","Não","Sim","Goiás","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",13117.6146145599
"Abaixo do peso","Não","Não","Goiás","40 a 59 anos","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",125199.839293688
"Eutrofia","Não","Sim","Rondônia","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3538.83301790678
"Abaixo do peso","Não","Não","Roraima","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",15222.270780277
"Eutrofia","Não","Sim","Pará","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",30479.1313774472
"Eutrofia","Não","Sim","Tocantins","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3675.05410463454
"Abaixo do peso","Não","Não","Ceará","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",42312.2187577755
"Sobrepeso","Sim","Sim","Paraíba","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",6725.25306576761
"Eutrofia","Não","Sim","Bahia","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",72486.1837742244
"Abaixo do peso","Não","Não","Bahia","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",34758.4835171021
"Abaixo do peso","Não","Não","Minas Gerais","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",75835.6585663991
"Sobrepeso","Sim","Sim","Espírito Santo","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",21947.2336469439
"Eutrofia","Não","Sim","Rio de Janeiro","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",74638.1686989189
"Abaixo do peso","Não","Não","Rio de Janeiro","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",27928.496381413
"Sobrepeso","Sim","Sim","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",43863.1839149949
"Abaixo do peso","Não","Não","São Paulo","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",9356.58812204279
"Eutrofia","Não","Sim","Paraná","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3150.37051462278
"Sobrepeso","Sim","Sim","Santa Catarina","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",5836.43771195741
"Eutrofia","Não","Sim","Santa Catarina","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",3890.95847463827
"Abaixo do peso","Não","Não","Santa Catarina","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",25220.7994046684
"Sobrepeso","Sim","Sim","Rio Grande do Sul","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",2202.23813078867
"Eutrofia","Não","Sim","Rio Grande do Sul","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",36895.7240724471
"Abaixo do peso","Não","Não","Rio Grande do Sul","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",67823.119489952
"Eutrofia","Não","Sim","Mato Grosso","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",19590.7807141816
"Eutrofia","Não","Sim","Goiás","60 anos ou mais","Mais de 3 SM","Urbano","Homem","Fundamental incompleto ou equivalente",7724.89504120781
"Abaixo do peso","Não","Não","Amazonas","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",15560.7159969794
"Abaixo do peso","Não","Não","Pará","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",41655.5214355767
"Abaixo do peso","Não","Não","Piauí","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",14317.8304314855
"Eutrofia","Não","Não","Piauí","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",36862.2994009708
"Abaixo do peso","Não","Não","Ceará","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",25754.7494170837
"Eutrofia","Não","Sim","Pernambuco","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",15339.3260814704
"Eutrofia","Não","Sim","Alagoas","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",11244.1711278854
"Abaixo do peso","Não","Não","Sergipe","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",23000.5379434303
"Eutrofia","Não","Sim","Bahia","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",35552.5324980141
"Abaixo do peso","Não","Não","Bahia","18 a 24 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",2683.8633977529
"Abaixo do peso","Não","Não","Rondônia","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",10901.2748773225
"Eutrofia","Não","Não","Rondônia","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",6003.0204878339
"Abaixo do peso","Não","Não","Acre","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",11806.9580367038
"Sobrepeso","Sim","Sim","Amazonas","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",14366.9704174374
"Obesidade grau I","Sim","Sim","Amazonas","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",4929.43957492437
"Eutrofia","Não","Sim","Amazonas","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",5951.14284159865
"Abaixo do peso","Não","Não","Amazonas","25 a 39 anos","Até 1/2 SM","Rural","Homem","Fundamental incompleto ou equivalente",8912.56164806341
