"IMC_classif","obesid","excpeso","Unidades_da_Federacao","faixa_idade","rend_per_capita","Sit_Urbano_Rural","Sexo","gescol","Freq"
"Sobrepeso","Sim","Sim","Acre","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",114.943896705861
"Obesidade grau III","Sim","Sim","Amazonas","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",346.649412061922
"Sobrepeso","Sim","Sim","Roraima","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",16.9363651406264
"Eutrofia","Não","Sim","Roraima","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",30.2613272099191
"Abaixo do peso","Não","Não","Maranhão","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1705.62293088323
"Eutrofia","Não","Sim","Ceará","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1001.87266938604
"Eutrofia","Não","Sim","Rio Grande do Norte","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",800.72514704588
"Eutrofia","Não","Sim","Pernambuco","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1747.62086451051
"Abaixo do peso","Não","Não","Pernambuco","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",203.593989636589
"Sobrepeso","Sim","Sim","Minas Gerais","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4189.76852662964
"Abaixo do peso","Não","Não","Minas Gerais","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3034.90643181163
"Eutrofia","Não","Sim","Espírito Santo","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",973.488912390268
"Sobrepeso","Sim","Sim","São Paulo","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2957.35112282971
"Abaixo do peso","Não","Não","São Paulo","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",174.468140223306
"Eutrofia","Não","Sim","Paraná","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",8842.67635317907
"Abaixo do peso","Não","Não","Paraná","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4816.87956774948
"Obesidade grau I","Sim","Sim","Santa Catarina","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1946.71656169682
"Eutrofia","Não","Não","Santa Catarina","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4920.04097610643
"Sobrepeso","Sim","Sim","Rio Grande do Sul","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4622.30104200824
"Eutrofia","Não","Sim","Rio Grande do Sul","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",781.853328209554
"Abaixo do peso","Não","Não","Rio Grande do Sul","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3704.57642710769
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",558.837607393158
"Eutrofia","Não","Sim","Mato Grosso do Sul","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",57.8065723961416
"Abaixo do peso","Não","Não","Mato Grosso do Sul","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",395.788456741851
"Eutrofia","Não","Sim","Goiás","55 a 64 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1357.64768485562
"Eutrofia","Não","Sim","Acre","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",177.776631980208
"Sobrepeso","Sim","Sim","São Paulo","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",502.653676082551
"Eutrofia","Não","Sim","São Paulo","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",326.55971583193
"Abaixo do peso","Não","Não","Paraná","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",8742.90411556545
"Eutrofia","Não","Sim","Rio Grande do Sul","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2740.47634072067
"Abaixo do peso","Não","Não","Rio Grande do Sul","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3768.15496849091
"Abaixo do peso","Não","Não","Mato Grosso do Sul","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",169.447435500892
"Abaixo do peso","Não","Não","Goiás","65 a 74 anos","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1596.39262901998
"Abaixo do peso","Não","Não","Amazonas","75 anos ou mais","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",205.587969529848
"Eutrofia","Não","Sim","Pará","75 anos ou mais","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",306.911018810242
"Abaixo do peso","Não","Não","Tocantins","75 anos ou mais","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",474.129475535232
"Sobrepeso","Sim","Sim","Paraná","75 anos ou mais","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1787.48545568931
"Eutrofia","Não","Sim","Rio Grande do Sul","75 anos ou mais","2 até 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4866.55732805229
"Eutrofia","Não","Sim","Espírito Santo","25 a 29 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2328.05089553786
"Eutrofia","Não","Sim","Paraíba","30 a 34 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",36.0763349256789
"Abaixo do peso","Não","Não","Amazonas","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",85.0984872550324
"Eutrofia","Não","Sim","Roraima","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",18.607197379919
"Abaixo do peso","Não","Não","Roraima","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",35.88819771093
"Eutrofia","Não","Sim","São Paulo","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",63.9688820772706
"Abaixo do peso","Não","Não","São Paulo","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1063.35022457685
"Eutrofia","Não","Sim","Rio Grande do Sul","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3186.16049475996
"Eutrofia","Não","Sim","Mato Grosso do Sul","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1986.35369364448
"Abaixo do peso","Não","Não","Distrito Federal","35 a 44 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",820.377722617005
"Eutrofia","Não","Sim","Acre","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",108.930346228464
"Eutrofia","Não","Sim","Amazonas","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",303.220056761889
"Abaixo do peso","Não","Não","Amazonas","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",102.798573367757
"Abaixo do peso","Não","Não","Paraná","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3338.82695841536
"Eutrofia","Não","Sim","Santa Catarina","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2111.61643362745
"Sobrepeso","Sim","Sim","Rio Grande do Sul","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3186.16049475996
"Obesidade grau I","Sim","Sim","Mato Grosso do Sul","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",580.262965679471
"Sobrepeso","Sim","Sim","Mato Grosso","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1536.39331278278
"Abaixo do peso","Não","Não","Mato Grosso","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",995.643415248189
"Eutrofia","Não","Sim","Goiás","45 a 54 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",808.887072039291
"Abaixo do peso","Não","Não","Rondônia","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",191.770379748236
"Sobrepeso","Sim","Sim","Acre","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",268.869227472907
"Eutrofia","Não","Sim","Pará","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3660.39869217143
"Eutrofia","Não","Sim","Piauí","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1323.99372446961
"Sobrepeso","Sim","Sim","Sergipe","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",501.55470817578
"Obesidade grau I","Sim","Sim","Sergipe","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",880.915604028884
"Abaixo do peso","Não","Não","Paraná","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4460.98985569165
"Sobrepeso","Sim","Sim","Santa Catarina","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",5394.07168096312
"Eutrofia","Não","Sim","Santa Catarina","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4046.85537656484
"Abaixo do peso","Não","Não","Santa Catarina","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",6341.06403565781
"Eutrofia","Não","Sim","Rio Grande do Sul","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",3973.25330512783
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",745.995883003277
"Abaixo do peso","Não","Não","Mato Grosso do Sul","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1094.19308977168
"Sobrepeso","Sim","Sim","Goiás","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2286.25225718498
"Eutrofia","Não","Sim","Goiás","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",283.759866845456
"Abaixo do peso","Não","Não","Goiás","55 a 64 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1692.69215936268
"Eutrofia","Não","Sim","Acre","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",305.579031285782
"Abaixo do peso","Não","Não","Tocantins","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",268.262011774516
"Abaixo do peso","Não","Não","Pernambuco","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2881.98131950345
"Sobrepeso","Sim","Sim","São Paulo","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",952.426205937485
"Eutrofia","Não","Sim","São Paulo","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",2033.62236994966
"Obesidade grau I","Sim","Sim","Paraná","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",455.042625594935
"Eutrofia","Não","Sim","Paraná","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",751.846315779696
"Sobrepeso","Sim","Sim","Santa Catarina","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",5134.47524685835
"Eutrofia","Não","Sim","Rio Grande do Sul","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",8148.59993330198
"Eutrofia","Não","Sim","Mato Grosso do Sul","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",662.583126881748
"Obesidade grau I","Sim","Sim","Goiás","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",802.480015658516
"Sobrepeso","Não","Sim","Goiás","65 a 74 anos","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",770.005244021846
"Eutrofia","Não","Sim","Amapá","75 anos ou mais","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",11.035427868125
"Eutrofia","Não","Sim","Tocantins","75 anos ou mais","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",266.34731373693
"Abaixo do peso","Não","Não","Tocantins","75 anos ou mais","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",603.655773098134
"Eutrofia","Não","Sim","Espírito Santo","75 anos ou mais","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",1456.51016326712
"Eutrofia","Não","Sim","Paraná","75 anos ou mais","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",4328.38732991675
"Eutrofia","Não","Sim","Mato Grosso do Sul","75 anos ou mais","Mais de 3 SM","Rural","Masculino","Fundamental incompleto ou equivalente",187.045162174659
"Sobrepeso","Sim","Sim","Rondônia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",308.285897055014
"Obesidade grau I","Sim","Sim","Rondônia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2507.40199212641
"Eutrofia","Não","Sim","Rondônia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",443.260911577041
"Abaixo do peso","Não","Não","Rondônia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",3819.47712571563
"Sobrepeso","Sim","Sim","Acre","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",313.352458254194
"Obesidade grau I","Sim","Sim","Acre","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",143.593763988094
"Eutrofia","Não","Sim","Acre","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",771.350958347067
"Abaixo do peso","Não","Não","Acre","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2529.92343265846
"Obesidade grau III","Sim","Sim","Amazonas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1466.86556883512
"Eutrofia","Não","Sim","Amazonas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",3231.67664477424
"Eutrofia","Não","Sim","Roraima","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",437.731768850643
"Abaixo do peso","Não","Não","Roraima","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",58.9576106976629
"Eutrofia","Não","Sim","Pará","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",10254.2265559952
"Abaixo do peso","Não","Não","Pará","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",28326.7314445308
"Sobrepeso","Sim","Sim","Amapá","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",216.616708316313
"Eutrofia","Não","Sim","Amapá","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",682.865073490928
"Abaixo do peso","Não","Não","Amapá","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2400.18823277742
"Sobrepeso","Sim","Sim","Tocantins","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1299.31075995328
"Eutrofia","Não","Sim","Tocantins","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",860.804871364872
"Abaixo do peso","Não","Não","Tocantins","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",539.630282786191
"Sobrepeso","Sim","Sim","Maranhão","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",10075.4821924405
"Eutrofia","Não","Sim","Maranhão","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",9032.58421379636
"Abaixo do peso","Não","Não","Maranhão","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",17818.9869251383
"Abaixo do peso","Não","Não","Piauí","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",6196.37298248224
"Sobrepeso","Sim","Sim","Ceará","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",5935.28567276034
"Obesidade grau I","Sim","Sim","Ceará","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2532.63485655797
"Eutrofia","Não","Sim","Ceará","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",19841.4677662464
"Abaixo do peso","Não","Não","Ceará","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",8708.71505779409
"Sobrepeso","Sim","Sim","Rio Grande do Norte","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",5767.88409838979
"Eutrofia","Não","Sim","Rio Grande do Norte","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",5499.98047740142
"Abaixo do peso","Não","Não","Rio Grande do Norte","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",10873.7730441662
"Eutrofia","Não","Sim","Paraíba","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",8720.99624775072
"Abaixo do peso","Não","Não","Paraíba","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",7831.63240110863
"Sobrepeso","Sim","Sim","Pernambuco","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",3532.34504064741
"Eutrofia","Não","Sim","Pernambuco","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",9261.43014006917
"Abaixo do peso","Não","Não","Pernambuco","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",32246.0769253081
"Sobrepeso","Sim","Sim","Alagoas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1075.9875225561
"Obesidade grau I","Sim","Sim","Alagoas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",908.456844726562
"Eutrofia","Não","Sim","Alagoas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",5068.45905769171
"Abaixo do peso","Não","Não","Alagoas","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",18094.4496221295
"Obesidade grau I","Sim","Sim","Sergipe","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",892.685583196777
"Obesidade grau III","Sim","Sim","Sergipe","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1147.14998489944
"Eutrofia","Não","Sim","Sergipe","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",3409.29699630771
"Abaixo do peso","Não","Não","Sergipe","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",7210.97214990629
"Sobrepeso","Sim","Sim","Bahia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2387.48363181648
"Obesidade grau III","Sim","Sim","Bahia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2353.58360738434
"Eutrofia","Não","Sim","Bahia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",25480.122049268
"Abaixo do peso","Não","Não","Bahia","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",17784.2952543338
"Eutrofia","Não","Não","Minas Gerais","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",17996.0192652557
"Obesidade grau III","Sim","Sim","Espírito Santo","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1459.00933276392
"Abaixo do peso","Não","Não","Espírito Santo","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",17936.6676318436
"Obesidade grau I","Sim","Sim","Rio de Janeiro","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",5485.33141219517
"Eutrofia","Não","Sim","Rio de Janeiro","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",17090.5413007604
"Abaixo do peso","Não","Não","Rio de Janeiro","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",21872.5762681542
"Eutrofia","Não","Não","Rio de Janeiro","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",8132.71717868772
"Sobrepeso","Sim","Sim","São Paulo","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",38396.7001115325
"Eutrofia","Não","Sim","São Paulo","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",17308.4498501388
"Abaixo do peso","Não","Não","São Paulo","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",3440.81237402353
"Sobrepeso","Sim","Sim","Paraná","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",5933.55461648838
"Abaixo do peso","Não","Não","Paraná","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",21679.5762744077
"Sobrepeso","Sim","Sim","Rio Grande do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",4748.91927431642
"Obesidade grau III","Sim","Sim","Rio Grande do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2826.25467406445
"Eutrofia","Não","Sim","Rio Grande do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",7130.07416655743
"Abaixo do peso","Não","Não","Rio Grande do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2984.05847894315
"Sobrepeso","Sim","Sim","Mato Grosso do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",539.235130592224
"Eutrofia","Não","Sim","Mato Grosso do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1617.04979971274
"Abaixo do peso","Não","Não","Mato Grosso do Sul","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2680.63585763313
"Abaixo do peso","Não","Não","Mato Grosso","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1601.53085412058
"Sobrepeso","Sim","Sim","Goiás","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",3657.89491410822
"Eutrofia","Não","Sim","Goiás","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1490.68202860751
"Abaixo do peso","Não","Não","Goiás","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",7684.52774712331
"Sobrepeso","Sim","Sim","Distrito Federal","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2587.75574189814
"Eutrofia","Não","Sim","Distrito Federal","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2076.80213934376
"Abaixo do peso","Não","Não","Distrito Federal","18 a 24 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1583.29813392675
"Abaixo do peso","Não","Não","Rondônia","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1693.3119404837
"Sobrepeso","Sim","Sim","Acre","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",867.070164358606
"Eutrofia","Não","Sim","Acre","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1281.44147247319
"Abaixo do peso","Não","Não","Acre","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",682.213762741646
"Obesidade grau I","Sim","Sim","Amazonas","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1167.56258964887
"Obesidade grau III","Sim","Sim","Amazonas","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",422.626519556181
"Eutrofia","Não","Sim","Amazonas","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1295.66153860773
"Abaixo do peso","Não","Não","Amazonas","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",2655.04449169906
"Sobrepeso","Sim","Sim","Roraima","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",348.313823373954
"Eutrofia","Não","Sim","Roraima","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",216.420677866673
"Abaixo do peso","Não","Não","Roraima","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1181.83812397015
"Sobrepeso","Sim","Sim","Pará","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",4030.45890445165
"Obesidade grau I","Sim","Sim","Pará","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",4663.7981232345
"Eutrofia","Não","Sim","Pará","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",14343.2421775239
"Abaixo do peso","Não","Não","Pará","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",29657.4051629276
"Sobrepeso","Sim","Sim","Amapá","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",706.402443610438
"Eutrofia","Não","Sim","Amapá","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1202.17422109514
"Abaixo do peso","Não","Não","Amapá","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",1555.26789309224
"Abaixo do peso","Não","Não","Tocantins","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",907.683948597588
"Sobrepeso","Sim","Sim","Maranhão","25 a 29 anos","Até 1/2 SM","Urbano","Feminino","Fundamental incompleto ou equivalente",849.233739061988
